6.037038851284,-178.222392598498,915.9635,-116.982148231971,-178.222392598498,914.286,-156.735182176915,-21.5830682936727,442.136,-135.954368615532,-123.301204772508,84.923,-111.843719453197,47.7062517168822,10.878,129.05622593454,-178.222392598498,917.641,146.598808924374,-113.647131274638,426.723,69.5417701424109,-215.647915664539,49.283,111.843719453197,-47.7062517168822,4.12,20.678464824279,-191.319015364828,1099.228,33.1617008785313,-178.90482833365,1351.444,57.2920770042572,-166.916786889945,1515.36225,-113.911989968819,-204.810815957907,1378.478,-148.39789064892,-327.170805114012,1030.672,-265.48984143239,-132.759103501245,944.408,-349.983976185454,-57.999860563793,867.245,180.235391725881,-152.998840709393,1324.41,212.783737871594,-236.658677908487,945.188,225.581445863962,-92.5376937627277,754.934,232.643318746133,-36.7408699786085,639.967
-4.72803549959023,-181.381743337952,911.42325,-127.830617121585,-181.381743337952,909.0935,-169.560649179517,-22.7938706689044,437.038,-137.363921436061,-121.93964742018,79.695,-109.576717114841,52.8456684562141,10.405,118.374546122405,-181.381743337952,913.753,140.516905604921,-112.300846508242,425.221,60.0722676897842,-216.785089759091,49.254,109.576717114841,-52.8456684562141,4.505,7.26496170889574,-194.329111961334,1094.109125,15.5051365564454,-182.994786053089,1344.9635,32.7039680115098,-171.633620786917,1510.70975,-132.769248647339,-208.402510812301,1367.324,-157.344916185244,-327.100614024047,1017.064,-288.279929254215,-140.757953600089,934.164,-381.290213316805,-76.2096226081401,859.381,163.77952176023,-157.587061293878,1322.603,201.278059785814,-230.684402531052,940.266,223.028463978975,-83.8452058031883,754.87,238.409718438075,-25.8999258788113,641.55
-16.7334670287573,-189.562984834883,912.21375,-140.435620003402,-189.562984834883,909.58,-184.614581835984,-8.23534771730132,445.579,-142.955732951145,-109.908184176161,90.791,-108.321838407061,62.1257692798621,10.179,106.968685945888,-189.562984834883,914.8475,132.493041828741,-125.284790734819,426.993,48.7954288727067,-222.226383410316,49.233,108.321838407061,-62.1257692798621,5.018,-7.95832012051189,-198.27375368036,1095.484875,-6.80788100691036,-181.422134530067,1346.172,4.25757798437785,-174.891138621163,1512.317,-155.70895409818,-207.511133677572,1361.739,-170.175554106482,-323.442519170025,1007.271,-313.828330196541,-142.892467461726,936.1345,-412.808515475812,-85.0094560220013,865.66,142.093192084359,-155.333135382563,1330.605,190.296155934327,-228.770926254012,949.358,222.722588200604,-77.5377912083792,769.022,247.479966867673,-17.5599316534956,658.533
-19.4860653595812,-191.492302616325,920.747,-142.770430477385,-191.492302616325,918.33,-192.584466522278,-4.2230397321874,460.137,-155.675581363548,-101.555730706698,104.529,-112.701952372251,67.2478164755762,18.794,103.798299758223,-191.492302616325,923.164,128.233162194927,-143.543474716684,432.334,48.1145987415509,-226.549789724443,49.88,112.701952372251,-67.2478164755762,5.494,-15.4086746771158,-196.274661661299,1105.12975,-22.6274084721482,-175.910524165226,1357.1735,-17.4343907392162,-173.204715053249,1522.95925,-170.473483321811,-207.217700523817,1366.235,-177.994958280245,-323.432123141879,1011.985,-333.561725628835,-148.626773088714,950.3575,-438.797082489397,-96.4104099931281,884.75,125.218666377515,-144.603347806635,1348.112,192.434630523347,-217.326887550972,969.445,227.721136126414,-62.0684476408513,793.8345,258.030591379961,-2.14229184696407,683.518
-14.051967788589,-184.923176243084,932.48725,-136.965135025922,-184.923176243084,931.6,-188.632534792683,-7.7058288935896,469.639,-167.89779582384,-98.6901212571281,112.045,-125.255601447466,70.0611316086436,30.8090000000002,108.861199448743,-184.923176243084,933.3745,127.780892998619,-161.402425011911,439.196,56.1987917029854,-228.722120852738,51.182,125.255601447466,-70.0611316086436,5.7119999999999,-15.2371339204446,-188.443794185012,1117.659375,-30.6909084115136,-168.160325597704,1371.1375,-30.8171708345018,-166.472268322894,1535.9765,-177.855888685335,-200.640005453049,1374.811,-178.648693703221,-317.665887915877,1019.441,-343.424778773857,-147.378706587409,971.619000000001,-451.001262865822,-97.685813630658,908.346000000001,116.474071862308,-135.68064574236,1367.464,204.203663663722,-206.199381212853,992.984000000001,238.909710302225,-44.6407756575433,821.717000000001,272.548244501262,13.6526002113342,710.158000000002
-13.7952638851276,-170.745623921858,938.14425,-136.272302468386,-170.745623921858,938.4015,-189.086988669569,-15.5998669585415,468.66,-187.906328209268,-97.9054439863316,105.584,-134.203387314524,68.0619066259368,26.627,108.681774698131,-170.745623921858,937.887,126.404955846893,-168.229824601927,443.481,61.72889538177,-227.046538525027,50.947,134.203387314524,-68.0619066259368,5.414,-19.5533415784668,-175.682031085345,1123.366125,-41.4379382828149,-160.036763442403,1377.8925,-47.3747665786404,-156.170988305269,1542.6785,-188.009797330065,-193.333205901516,1376.226,-182.731630959227,-313.388185776412,1022.205,-351.313722988168,-139.749045323011,989.8705,-461.58682385551,-88.4531587691068,932.649,105.133920764435,-126.74032098329,1379.559,205.048525208282,-194.246444830166,1006.994,240.216000991483,-24.7868073813386,843.5965,275.996049879145,36.1791215531617,733.681
-28.5095205164487,-150.08473943321,936.838,-150.576292936558,-150.08473943321,934.873,-198.483123647406,-32.6858092666982,452.599999999999,-213.07288612487,-95.6454297218043,86.2919999999991,-132.274444180275,62.9720318558102,14.7059999999999,93.5572519036603,-150.08473943321,938.803,117.242390490554,-162.362270470421,444.888,57.4825547537299,-221.264887752744,50.6650000000002,132.274444180275,-62.9720318558102,4.35899999999995,-37.4685579415143,-159.121338281471,1121.175,-63.4552864842456,-151.436614052555,1375.644,-75.0222518544624,-142.258925866703,1541.41025,-209.630431207214,-185.709322604246,1369.993,-195.790185852109,-299.326633646667,1014.024,-365.611311688727,-124.273061286422,994.75,-478.414690846532,-68.8432638568765,947.09,82.7198582387231,-117.163905500863,1381.295,188.853950947935,-181.657304905705,1009.939,225.737606123808,-4.81700744676256,853.347,263.00974809924,61.3913864399893,746.969
-49.2788612523098,-134.11182124183,936.60525,-172.425657873761,-134.11182124183,933.263,-202.574771936086,-47.5408348216846,444.896,-214.119651338189,-95.6890780356476,75.1959999999999,-129.784986999134,64.2485781020452,13.7290000000001,73.8679353691414,-134.11182124183,939.9475,104.277209258022,-155.4432502036,446.439,52.2852269863953,-220.840062270144,52.4199999999996,129.784986999134,-64.2485781020452,4.20099999999997,-60.0615403119142,-147.902836218213,1118.573375,-87.3841531152777,-147.540565250969,1369.7535,-102.74031536437,-133.061783457271,1537.66175,-234.783416310672,-179.867752040184,1361.468,-209.206699009353,-278.669630347676,1000.863,-380.160645214827,-104.298372139002,980.876500000001,-493.587556784745,-46.6470928972549,934.801000000001,60.0151100801169,-115.213378461755,1378.039,162.898149609731,-176.263640624567,1004.503,210.090613473525,-0.398106541095528,850.992,253.92675577972,66.7159651034637,749.339
-65.6779350708184,-127.050894829428,939.5415,-188.171391218994,-127.050894829428,937.132,-209.533281704063,-38.0606949861088,446.947,-217.636930057729,-92.8571514076705,74.179,-128.78291088397,66.2482341255326,12.49,56.8155210773571,-127.050894829428,941.951,90.5371685454332,-140.740194785555,446.61,46.6813766592801,-219.573406080277,54.368,128.78291088397,-66.2482341255326,4.416,-78.8068128768876,-141.980818446431,1120.78275,-110.953561027859,-141.224571727929,1370.188,-126.958002749861,-127.299899351458,1538.053,-258.56304094063,-171.713583795907,1359.223,-228.478842134188,-253.662922555743,996.566,-395.113876863584,-81.8247283410026,954.4485,-503.58139771672,-30.7061974229062,895.245,36.6559188849116,-110.735559659952,1381.153,135.874259083822,-172.234151198078,1008.519,192.765554841655,-8.20255940782323,846.0165,245.96968558919,52.070986486285,746.329
-79.6467230373599,-127.127477211744,933.984,-202.722781172411,-127.127477211744,933.0815,-217.571618907933,-41.8100175440168,444.162,-215.768705202682,-101.721559388401,71.5330000000001,-131.814571246247,59.845476022988,11.7569999999999,43.4293350976912,-127.127477211744,934.886500000001,91.3958609696196,-103.902595193154,442.514,52.8824690957202,-212.540568606538,59.9479999999993,131.814571246247,-59.845476022988,4.29100000000001,-92.7841068752023,-140.800967463425,1116.28525,-128.309206444495,-135.697622336701,1365.7935,-143.84191172725,-126.857975459615,1531.84725,-274.619648617298,-169.5871397971,1351.052,-232.363659336725,-250.056394391137,988.497,-401.758002185869,-81.7563770776892,947.712,-508.753964359926,-33.6904198891788,884.545999999999,18.0012357283087,-101.808104876301,1380.535,127.921056784449,-170.01319221578,1013.075,176.932976601794,-10.0856448519252,843.973,228.058385581382,43.8523979534072,741.472
