-0.0448824,0.26102513,1.8736631,0.016195338,0.26030177,1.7913054,-0.1018701,0.27338824,1.7808574,-0.035332724,0.31192282,1.9931939,0.12921982,0.095024735,1.4578085,-0.1109916,0.18627992,1.4047724,-0.07448426,0.3110757,2.1282415,0.17136356,-0.0128899515,1.0449891,-0.05238516,0.3490705,1.0199862,-0.09014717,0.30574846,2.1818998,0.19682463,-0.15230575,1.0336239,-0.07730746,0.24452417,0.9174969,-0.11019203,0.25217938,2.3888237,-0.023008965,0.28804964,2.2988336,-0.17668462,0.2727199,2.289202,-0.09369976,0.17832258,2.4582965,0.08095418,0.23697473,2.3628566,-0.26163843,0.20111337,2.3415759,0.1454771,-0.009605005,2.331217,-0.30581757,-0.055353343,2.308056,0.023100376,-0.22836356,2.4205797,-0.1655646,-0.25568658,2.4207392,-0.0037062988,-0.31085685,2.4392297,-0.12541252,-0.3302875,2.450349,-0.10643084,0.22983408,1.5928149
-0.042849597,0.25574487,1.885763,0.018399872,0.25665963,1.803535,-0.0998753,0.26751423,1.7929037,-0.03453394,0.306157,2.0055914,0.12821491,0.092811674,1.4682653,-0.107373655,0.15661493,1.4230981,-0.07572654,0.30108678,2.1399376,0.16505718,0.026877955,1.0462027,-0.05326792,0.32956707,1.0421046,-0.092124656,0.29489064,2.193282,0.19319427,-0.110140905,1.0207403,-0.07218763,0.22605413,0.93730855,-0.11317014,0.24625674,2.4013224,-0.0258803,0.2818738,2.311335,-0.17902878,0.26257983,2.3005064,-0.093697295,0.17249095,2.4701169,0.08173578,0.23637037,2.3734972,-0.26514676,0.19151396,2.351702,0.16948026,0.0028657168,2.3123229,-0.33169633,-0.055307716,2.2925348,0.029916257,-0.20176293,2.4096165,-0.1665452,-0.23230127,2.4104338,-0.0049158745,-0.28085142,2.4296985,-0.11642478,-0.2999471,2.4415176,-0.10362448,0.21206458,1.6080009
-0.042975195,0.24811287,1.8995503,0.018630877,0.2536481,1.8177711,-0.09999269,0.2506153,1.8059765,-0.04171529,0.30257347,2.0178797,0.12785664,0.092829734,1.4808462,-0.0961981,0.101594016,1.4497614,-0.081036255,0.29315743,2.1525521,0.14440769,0.08373645,1.0524948,-0.05087827,0.29288828,1.0764673,-0.09655649,0.28522757,2.2059295,0.18364255,-0.045519203,1.008135,-0.05270158,0.19152455,0.9679446,-0.11466479,0.23482454,2.413825,-0.029358976,0.2746156,2.3236842,-0.18155631,0.24868226,2.3133206,-0.09158097,0.16022982,2.4805787,0.08441005,0.24240044,2.3831377,-0.26959157,0.17943212,2.3637376,0.20502037,0.037532777,2.2859359,-0.37054032,-0.04384163,2.269883,0.046046585,-0.15181868,2.3843758,-0.1782061,-0.18690678,2.3925276,0.0016936623,-0.22633713,2.403121,-0.11680722,-0.24385446,2.4247978,-0.098095395,0.17610466,1.6278689
-0.04658912,0.2413713,1.9058025,0.014215123,0.25360638,1.8241512,-0.10232964,0.23151103,1.8119457,-0.055118274,0.29955313,2.0220413,0.12714316,0.10004601,1.4850676,-0.07693167,0.04083596,1.477119,-0.0895557,0.285157,2.1576078,0.120649494,0.13769306,1.0580056,-0.045431353,0.26790848,1.1229415,-0.10278877,0.27499124,2.2112217,0.17385617,0.020243138,0.99809945,-0.026201835,0.17711219,1.0070046,-0.11398194,0.22023425,2.4185026,-0.032862425,0.2664078,2.3275442,-0.18346378,0.23179421,2.3194757,-0.087354764,0.14516091,2.4833736,0.0851167,0.25102472,2.3855114,-0.27227646,0.16426647,2.3708563,0.23361306,0.08676876,2.2553782,-0.4106945,-0.016314268,2.2401597,0.06471279,-0.09480865,2.3519151,-0.19737834,-0.13729212,2.3513458,0.013836965,-0.16570136,2.36796,-0.12676312,-0.1856865,2.3782845,-0.089630656,0.13617349,1.6445323
-0.04889833,0.23406868,1.9007607,0.009965021,0.25068718,1.818464,-0.10260057,0.21286213,1.8075958,-0.06535107,0.2955957,2.0143964,0.12592112,0.10666576,1.4762312,-0.047555547,-0.013128787,1.4993603,-0.09482265,0.27812406,2.1507695,0.099694036,0.18308823,1.0551454,-0.043042827,0.26097494,1.1786695,-0.106050596,0.2664724,2.2045383,0.1639694,0.0789147,0.9828214,-0.008585688,0.18997428,1.0528653,-0.11371028,0.21064113,2.4116933,-0.035122246,0.26041564,2.3204124,-0.18421209,0.21963522,2.313122,-0.08258811,0.13489063,2.4737139,0.086080186,0.25813943,2.3735228,-0.27574566,0.1530869,2.3608775,0.24367279,0.13672495,2.2110763,-0.43143964,0.01323536,2.202601,0.07445082,-0.045869827,2.305098,-0.20758858,-0.09553866,2.3053663,0.01934006,-0.11416852,2.318123,-0.13135871,-0.1371877,2.327918,-0.075078055,0.09986667,1.6534781
-0.052343436,0.22191972,1.882969,0.003961012,0.23973772,1.799147,-0.10580711,0.193774,1.7915208,-0.07138872,0.2860676,1.9947352,0.121197894,0.10864499,1.4521866,-0.010769486,-0.05424793,1.5112282,-0.0991212,0.2659456,2.1311078,0.084375955,0.2128412,1.0379055,-0.050033204,0.2620663,1.2348237,-0.1095227,0.25348213,2.1848607,0.15604177,0.11970094,0.95788604,-0.009342965,0.21557765,1.0997748,-0.11406927,0.20177014,2.3931735,-0.03723705,0.25081396,2.3000214,-0.18578063,0.20773286,2.2952468,-0.07970113,0.12632257,2.4538345,0.08773734,0.26021218,2.3425536,-0.2799154,0.14324617,2.3407195,0.2349802,0.1750687,2.1501064,-0.4387359,0.045214355,2.1562843,0.076741785,-0.010150522,2.2572114,-0.20803271,-0.057552658,2.2496476,0.019989237,-0.07621617,2.2741241,-0.12745796,-0.09234372,2.2683961,-0.0582883,0.069763035,1.6513746
-0.05681194,0.21106474,1.8565166,-0.0031464137,0.22744082,1.7706933,-0.110703215,0.17603406,1.7677364,-0.07665325,0.27957773,1.9655197,0.11948754,0.109934844,1.420744,0.015199035,-0.08749947,1.5151305,-0.09895399,0.2574698,2.1025794,0.06907649,0.23628879,1.01413,-0.062159017,0.2557404,1.282326,-0.10763321,0.24396858,2.1563873,0.14612567,0.15370116,0.92777663,-0.017537937,0.23227924,1.1426349,-0.110357225,0.19485608,2.3653598,-0.03448595,0.24314007,2.2710307,-0.18282117,0.1991986,2.2679033,-0.07500791,0.11981737,2.425964,0.09289624,0.26556942,2.2990775,-0.28284776,0.13861603,2.305481,0.2197458,0.21186964,2.0823028,-0.43360302,0.070946574,2.101657,0.07449296,0.019486025,2.1950288,-0.20091385,-0.03359896,2.1878414,0.016647074,-0.044618256,2.2154262,-0.118378274,-0.06415667,2.2054007,-0.04775209,0.044267297,1.6414335
-0.065745965,0.20186509,1.829731,-0.01355809,0.2156157,1.7425464,-0.11837702,0.15877108,1.743788,-0.08831893,0.2758643,1.9345353,0.114710435,0.11011399,1.3907968,0.027963616,-0.111123726,1.5095825,-0.10025321,0.251622,2.0725255,0.053951573,0.250979,0.9904134,-0.07652009,0.25062126,1.3192682,-0.105450585,0.23694597,2.1264746,0.1360943,0.17773512,0.90040183,-0.029558767,0.24808204,1.1784021,-0.10361764,0.1917113,2.3363304,-0.02992452,0.23850948,2.2395573,-0.178116,0.19398269,2.2403486,-0.06892849,0.11594533,2.3964093,0.09850819,0.26867816,2.2500842,-0.28206804,0.1350872,2.2688608,0.2079376,0.23532724,2.0201304,-0.4271732,0.09172629,2.0545833,0.07241033,0.03923677,2.1384432,-0.19487879,-0.023666061,2.1268723,0.014391344,-0.023069542,2.1634088,-0.11195549,-0.054546535,2.1418505,-0.045206703,0.023823678,1.6266853
-0.076950215,0.19684832,1.8142302,-0.024386566,0.20884357,1.7270122,-0.1281125,0.15006104,1.7293379,-0.10170388,0.27366823,1.9164815,0.10853836,0.101639286,1.3775133,0.020093918,-0.12687597,1.5047233,-0.10513222,0.24787846,2.0546646,0.04809027,0.25690794,0.9824447,-0.10095228,0.23892328,1.3328671,-0.10731418,0.23248187,2.1086192,0.13354072,0.19000041,0.89059806,-0.0582214,0.24363916,1.1907161,-0.10079201,0.18965,2.3188853,-0.02950906,0.23597921,2.220102,-0.17725399,0.19019014,2.2244346,-0.06585231,0.11227947,2.3767326,0.098264314,0.27004194,2.2255447,-0.2798352,0.12837896,2.2517135,0.20404872,0.25760156,1.9918339,-0.42207998,0.10677107,2.0322824,0.07898381,0.048555866,2.0989585,-0.19681178,-0.03191662,2.0824993,0.023202997,-0.01645077,2.1220713,-0.11580099,-0.0694284,2.091683,-0.05400929,0.011592537,1.6170306
-0.09154812,0.19011126,1.8125383,-0.039670885,0.20044467,1.7246988,-0.14426689,0.14331119,1.7286109,-0.11409539,0.26828954,1.9142691,0.100812316,0.09636454,1.3772177,-0.009215772,-0.14227648,1.5065482,-0.11350425,0.24278778,2.052547,0.046920996,0.2549798,0.9825297,-0.1368767,0.22200678,1.3362653,-0.113946676,0.22754599,2.1065876,0.13586621,0.19084135,0.8920354,-0.10182367,0.22451413,1.1919737,-0.10151323,0.18686347,2.3170142,-0.033586167,0.23369613,2.2161262,-0.18020733,0.18493964,2.2244334,-0.06441221,0.109179646,2.3730679,0.093326114,0.27068335,2.2225404,-0.2810821,0.12111838,2.253395,0.21133664,0.27530462,1.9944658,-0.4269309,0.114713386,2.035364,0.10435594,0.05058895,2.0886734,-0.22388305,-0.056451276,2.0798159,0.05514718,-0.021039523,2.1065457,-0.1495863,-0.10639107,2.0861585,-0.07674133,0.0005173534,1.6175795
-0.106982514,0.18065228,1.8227463,-0.057418667,0.19182266,1.733682,-0.16095927,0.13301755,1.7400979,-0.12831262,0.258452,1.9250282,0.08310401,0.095503226,1.3839861,-0.05827722,-0.15838493,1.5084689,-0.12436788,0.23636992,2.0638382,0.04474662,0.25375,0.98734,-0.19003436,0.20267801,1.3344877,-0.12345925,0.22205278,2.1181254,0.13987519,0.19242308,0.90129495,-0.17082945,0.19709194,1.1873311,-0.106882624,0.18105221,2.3282042,-0.0415347,0.22956954,2.2264128,-0.18696299,0.17774832,2.2368593,-0.06842771,0.10460073,2.3850343,0.08206518,0.27466872,2.2407322,-0.28767866,0.11738679,2.2729216,0.21699236,0.30146334,2.0238395,-0.45396334,0.12283543,2.070017,0.15014377,0.058280155,2.1087525,-0.28632346,-0.08450262,2.1075606,0.117231876,-0.023234613,2.1207402,-0.2246609,-0.14968939,2.1091816,-0.10961825,-0.01268369,1.6242833
